state,location_type,name,Studio,1_bed,2_bed,3_bed,4_bed,avg_rent,minimum_wage,monthly_min_wage_income,hours_to_afford_avg_rent
Colorado,county,Conejos County,710,749,905,1207,1212,956.6,14.81,2369.6,64.59149223497637
Colorado,county,Costilla County,784,789,1037,1333,1670,1122.6,14.81,2369.6,75.80013504388926
Colorado,county,Crowley County,1023,1030,1353,1660,2178,1448.8,14.81,2369.6,97.82579338284943
Colorado,county,Custer County,837,843,1107,1423,1782,1198.4,14.81,2369.6,80.91829844699528
Colorado,county,Delta County,883,889,1146,1556,1827,1260.2,14.81,2369.6,85.09115462525321
Colorado,county,Denver County,1658,1835,2201,2874,3225,2358.6,14.81,2369.6,159.25725860904794
Colorado,county,Dolores County,812,817,1074,1380,1729,1162.4,14.81,2369.6,78.48750844024308
Colorado,county,Douglas County,1658,1835,2201,2874,3225,2358.6,14.81,2369.6,159.25725860904794
Colorado,county,Eagle County,1572,1765,2319,2809,3088,2310.6,14.81,2369.6,156.01620526671167
Colorado,county,El Paso County,1190,1408,1734,2444,2875,1930.2,14.81,2369.6,130.33085752869684
Colorado,county,Elbert County,1658,1835,2201,2874,3225,2358.6,14.81,2369.6,159.25725860904794
Colorado,county,Fremont County,912,918,1206,1669,1866,1314.2,14.81,2369.6,88.7373396353815
Colorado,county,Garfield County,1162,1170,1537,2166,2438,1694.6,14.81,2369.6,114.42268737339634
Colorado,county,Gilpin County,1658,1835,2201,2874,3225,2358.6,14.81,2369.6,159.25725860904794
Colorado,county,Grand County,1080,1186,1332,1647,2260,1501.0,14.81,2369.6,101.3504388926401
Colorado,county,Gunnison County,1111,1119,1470,2016,2495,1642.2,14.81,2369.6,110.88453747467928
Colorado,county,Hinsdale County,893,928,1137,1461,1831,1250.0,14.81,2369.6,84.40243079000675
Colorado,county,Huerfano County,812,817,1074,1299,1729,1146.2,14.81,2369.6,77.39365293720459
Colorado,county,Jackson County,684,689,905,1163,1457,979.6,14.81,2369.6,66.14449696151249
Colorado,county,Jefferson County,1658,1835,2201,2874,3225,2358.6,14.81,2369.6,159.25725860904794
Colorado,county,Kiowa County,837,843,1107,1338,1782,1181.4,14.81,2369.6,79.77042538825118
Colorado,county,Kit Carson County,888,893,1174,1420,1786,1232.2,14.81,2369.6,83.20054017555705
Colorado,county,La Plata County,1241,1402,1716,2123,2763,1849.0,14.81,2369.6,124.84807562457799
Colorado,county,Lake County,1031,1038,1364,1753,2196,1476.4,14.81,2369.6,99.68939905469277
Colorado,county,Larimer County,1342,1350,1646,2320,2553,1842.2,14.81,2369.6,124.38892640108035
Colorado,county,Las Animas County,797,895,1176,1451,1571,1178.0,14.81,2369.6,79.54085077650237
Colorado,county,Lincoln County,871,876,1124,1404,1810,1217.0,14.81,2369.6,82.17420661715057
Colorado,county,Logan County,789,862,1133,1597,1718,1219.8,14.81,2369.6,82.36326806212018
Colorado,county,Mesa County,761,865,1123,1583,1906,1247.6,14.81,2369.6,84.24037812288994
Colorado,county,Mineral County,1031,1038,1364,1753,2196,1476.4,14.81,2369.6,99.68939905469277
Colorado,county,Moffat County,922,929,1220,1475,1625,1234.2,14.81,2369.6,83.33558406482106
Colorado,county,Montezuma County,910,966,1269,1534,2043,1344.4,14.81,2369.6,90.77650236326807
Colorado,county,Montrose County,914,920,1209,1704,2052,1359.8,14.81,2369.6,91.81634031060094
Colorado,county,Morgan County,845,948,1246,1639,2013,1338.2,14.81,2369.6,90.35786630654962
Colorado,county,Otero County,769,774,1017,1370,1726,1131.2,14.81,2369.6,76.38082376772451
Colorado,county,Ouray County,1340,1349,1772,2384,2405,1850.0,14.81,2369.6,124.91559756921
Colorado,county,Park County,1658,1835,2201,2874,3225,2358.6,14.81,2369.6,159.25725860904794
Colorado,county,Phillips County,865,871,1144,1383,1842,1221.0,14.81,2369.6,82.4442943956786
Colorado,county,Pitkin County,1630,1835,2060,2491,3317,2266.6,14.81,2369.6,153.04523970290344
Colorado,county,Prowers County,796,847,1014,1226,1671,1110.8,14.81,2369.6,75.0033760972316
Colorado,county,Pueblo County,809,881,1158,1503,1663,1202.8,14.81,2369.6,81.21539500337609
Colorado,county,Rio Blanco County,804,810,1064,1332,1585,1119.0,14.81,2369.6,75.55705604321405
Colorado,county,Rio Grande County,842,843,1073,1297,1728,1156.6,14.81,2369.6,78.09588116137743
Colorado,county,Routt County,1448,1489,1956,2365,3319,2115.4,14.81,2369.6,142.83592167454424
Colorado,county,Saguache County,817,823,1081,1307,1440,1093.6,14.81,2369.6,73.8419986495611
Colorado,county,San Juan County,1166,1324,1486,1797,1979,1550.4,14.81,2369.6,104.68602295746118
Colorado,county,San Miguel County,1312,1473,1936,2341,3117,2035.8,14.81,2369.6,137.4611748818366
Colorado,county,Sedgwick County,710,806,905,1094,1457,994.4,14.81,2369.6,67.14382174206617
Colorado,county,Summit County,1551,1690,2220,3128,3650,2447.8,14.81,2369.6,165.28021607022282
Colorado,county,Teller County,1029,1352,1518,2139,2576,1722.8,14.81,2369.6,116.3268062120189
Colorado,county,Washington County,850,909,1083,1414,1442,1139.6,14.81,2369.6,76.94800810263335
Colorado,county,Weld County,1062,1190,1533,2160,2391,1667.2,14.81,2369.6,112.5725860904794
Colorado,county,Yuma County,945,951,1250,1511,1665,1264.4,14.81,2369.6,85.37474679270764
Connecticut,metro,"Bridgeport, CT HUD Metro FMR Area",1333,1591,1967,2489,2932,2062.4,16.35,2616.0,126.14067278287462
Connecticut,metro,"Colchester-Lebanon, CT HUD Metro FMR Area",1150,1291,1696,2239,2856,1846.4,16.35,2616.0,112.92966360856269
Connecticut,metro,"Danbury, CT HUD Metro FMR Area",1505,1825,2221,2838,2997,2277.2,16.35,2616.0,139.2782874617737
Connecticut,metro,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,metro,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",1194,1499,1762,2130,2990,1915.0,16.35,2616.0,117.12538226299694
Connecticut,metro,"New Haven-Meriden, CT HUD Metro FMR Area",1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,metro,"Norwich-New London, CT HUD Metro FMR Area",1055,1263,1556,2030,2625,1705.8,16.35,2616.0,104.33027522935778
Connecticut,metro,"Southern Middlesex County, CT HUD Metro FMR Area",1190,1328,1713,2322,2907,1892.0,16.35,2616.0,115.71865443425075
Connecticut,metro,"Stamford-Norwalk, CT HUD Metro FMR Area",1781,2173,2628,3202,3500,2656.8,16.35,2616.0,162.4954128440367
Connecticut,metro,"Waterbury, CT HUD Metro FMR Area",961,1155,1418,1829,2256,1523.8,16.35,2616.0,93.19877675840978
Connecticut,metro,"Windham County, CT HUD Metro FMR Area",1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,Tolland County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,New Haven County,1194,1499,1762,2130,2990,1915.0,16.35,2616.0,117.12538226299694
Connecticut,county,Windham County,1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,New Haven County,1194,1499,1762,2130,2990,1915.0,16.35,2616.0,117.12538226299694
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,New Haven County,1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,county,Fairfield County,1505,1825,2221,2838,2997,2277.2,16.35,2616.0,139.2782874617737
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Tolland County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,New London County,1055,1263,1556,2030,2625,1705.8,16.35,2616.0,104.33027522935778
Connecticut,county,New Haven County,1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,county,Fairfield County,1333,1591,1967,2489,2932,2062.4,16.35,2616.0,126.14067278287462
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Fairfield County,1505,1825,2221,2838,2997,2277.2,16.35,2616.0,139.2782874617737
Connecticut,county,Windham County,1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Windham County,1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Windham County,1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,New Haven County,1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,county,Middlesex County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Middlesex County,1190,1328,1713,2322,2907,1892.0,16.35,2616.0,115.71865443425075
Connecticut,county,New London County,1150,1291,1696,2239,2856,1846.4,16.35,2616.0,112.92966360856269
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Tolland County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Tolland County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Middlesex County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Fairfield County,1505,1825,2221,2838,2997,2277.2,16.35,2616.0,139.2782874617737
Connecticut,county,Fairfield County,1781,2173,2628,3202,3500,2656.8,16.35,2616.0,162.4954128440367
Connecticut,county,Middlesex County,1190,1328,1713,2322,2907,1892.0,16.35,2616.0,115.71865443425075
Connecticut,county,New Haven County,1194,1499,1762,2130,2990,1915.0,16.35,2616.0,117.12538226299694
Connecticut,county,Middlesex County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Middlesex County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Middlesex County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,New Haven County,1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,county,New London County,1055,1263,1556,2030,2625,1705.8,16.35,2616.0,104.33027522935778
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Windham County,1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,Fairfield County,1333,1591,1967,2489,2932,2062.4,16.35,2616.0,126.14067278287462
Connecticut,county,Tolland County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Middlesex County,1190,1328,1713,2322,2907,1892.0,16.35,2616.0,115.71865443425075
Connecticut,county,Fairfield County,1333,1591,1967,2489,2932,2062.4,16.35,2616.0,126.14067278287462
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,New London County,1055,1263,1556,2030,2625,1705.8,16.35,2616.0,104.33027522935778
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Fairfield County,1781,2173,2628,3202,3500,2656.8,16.35,2616.0,162.4954128440367
Connecticut,county,New London County,1055,1263,1556,2030,2625,1705.8,16.35,2616.0,104.33027522935778
Connecticut,county,New London County,1055,1263,1556,2030,2625,1705.8,16.35,2616.0,104.33027522935778
Connecticut,county,New Haven County,1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,county,Middlesex County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,New Haven County,1251,1374,1676,2062,2348,1742.2,16.35,2616.0,106.55657492354739
Connecticut,county,Windham County,1186,1194,1569,1921,2380,1650.0,16.35,2616.0,100.91743119266054
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Hartford County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
Connecticut,county,Litchfield County,1006,1160,1484,1819,2024,1498.6,16.35,2616.0,91.65749235474004
Connecticut,county,Tolland County,1121,1319,1654,2000,2425,1703.8,16.35,2616.0,104.20795107033638
